uf,week,date,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95
PE,34,2026-05-24,721,150.925,199,259,425,1288.5,2212.7000000000007,3156.45,4197.399999999998
PE,35,2026-05-31,708,152,191.95,259,408,1211.75,2115.4000000000005,2844.1,4012.0499999999997
PE,36,2026-06-07,694.5,146.97500000000002,182,247.9,396.75,1187.75,2080.3,2953.2,4083.7499999999955
PE,37,2026-06-14,636,131,173.9,231,379,1085.25,1841.3000000000004,2588.1,3548.2499999999927
PE,38,2026-06-21,613.5,114,156,213,352,1080,1851.1000000000001,2597.649999999999,3543.2249999999985
PE,39,2026-06-28,567.5,119,150.95000000000002,204.9,330,977.5,1695.2000000000016,2525.0999999999995,3541.099999999994
PE,40,2026-07-05,527,112,139.95,181,305,938.75,1592.2000000000003,2283.1000000000004,3049.2999999999984
PE,41,2026-07-12,497.5,98,128.95,174.9,290,876,1551.3000000000018,2080.45,2780.349999999998
PE,42,2026-07-19,480,95,122.95,170.9,271,839.75,1420.2000000000016,1997.05,2730.1749999999993
PE,43,2026-07-26,427.5,85,113,152.9,244,788.25,1392.900000000004,2001.4999999999995,2688.1749999999934
PE,44,2026-08-02,408,77,99.95,138,231,726.25,1309,1785.05,2518.149999999994
PE,45,2026-08-09,384,77,100.95,131,223,688.25,1247,1828.3499999999997,2494.0999999999995
PE,46,2026-08-16,358.5,64.975,90.95,122,204.75,653,1134.700000000001,1743.7999999999984,2301.1499999999996
PE,47,2026-08-23,348,64.975,85.95,113.9,194,631.25,1172,1643.2499999999998,2221.449999999992
PE,48,2026-08-30,322,62,80.95,108,185,605,1103.2000000000003,1531.4499999999996,2124.349999999998
PE,49,2026-09-06,320,57,74.95,102.9,178,579.75,1016.3000000000004,1444.1,2101.249999999999
PE,50,2026-09-13,301.5,60.975,74,101.9,172,551.25,965.1000000000001,1360.6499999999994,1948.374999999998
PE,51,2026-09-20,292,57,71,97,162,546.25,982.2000000000003,1381.7499999999993,1953.5999999999967
PE,52,2026-09-27,287.5,52,66,93,156,525.25,913.1000000000001,1317.05,1807.4499999999975
PE,53,2026-10-04,281,57,69,93,156,495.25,898.4000000000005,1273,1769.199999999999
PI,1,2025-10-05,20,4,5,7,12,35,56,77,101
PI,2,2025-10-12,20,4,5,7,11,32.25,53,67,87
PI,3,2025-10-19,18,3,5,6,11,30,50,68,91.02499999999986
PI,4,2025-10-26,18,3,4,6,11,30,50,65.04999999999995,85.02499999999986
PI,5,2025-11-02,18,3,4,6,10,32,50,66,90.02499999999986
PI,6,2025-11-09,19,3,4,7,11,33,52.100000000000136,72,97.02499999999986
PI,7,2025-11-16,20,4,5,7,11,33,53,74,96.02499999999986
PI,8,2025-11-23,20,4,5,7,12,34,53,72,93
PI,9,2025-11-30,22,4,5,7,12,36,58,76,99.02499999999986
PI,10,2025-12-07,23,5,6,8,14,39,62,84.04999999999995,112
PI,11,2025-12-14,26,5,6,9,15,42,67,93,119
PI,12,2025-12-21,30,6,8,11,17,49,77,99,126.02499999999986
PI,13,2025-12-28,29,5,8,10,17,48,77,101.04999999999995,141
PI,14,2026-01-04,36,7,10,14,22,58,87.10000000000014,118,159.02499999999986
PI,15,2026-01-11,45,11,14,18,28,73,116,150,201.04999999999973
PI,16,2026-01-18,56,13,17,22,35,92,145.10000000000014,185.04999999999995,228.02499999999986
PI,17,2026-01-25,72.5,18,22,28,44,111,171,229.04999999999995,290.0749999999996
PI,18,2026-02-01,87,22,28,35,55,135,216,282.04999999999995,360.0499999999997
PI,19,2026-02-08,103,27.975,34,43,67,164,251,330.04999999999995,402.0499999999997
PI,20,2026-02-15,124,34,41,53,79,192,284.10000000000014,362,475.02499999999986
PI,21,2026-02-22,141,38,47,60,91,222,342,442.04999999999995,560.0749999999996
PI,22,2026-03-01,166.5,44.975,57,72,107,249.25,374.10000000000014,503.0999999999999,652.2249999999988
PI,23,2026-03-08,197,47.975,64,82,128,292,455.10000000000014,598.05,806.374999999998
PI,24,2026-03-15,223.5,64,78,103,147,338,507.10000000000014,654.05,817.1249999999993
PI,25,2026-03-22,240,67.975,86,110,157,383.25,579.1000000000001,755,959.2749999999985
PI,26,2026-03-29,281.5,75.975,94,120.9,177,432,649.6000000000008,889.05,1064.6749999999963
PI,27,2026-04-05,306,81.975,102,137,199,472,704.1000000000001,935.1499999999999,1153.2249999999988
PI,28,2026-04-12,325,92.975,114,142,208,504,763.2000000000003,993.1999999999998,1214.0999999999995
PI,29,2026-04-19,352,95.975,118,151,223.75,538,852.1000000000001,1078.1499999999999,1343.0499999999997
PI,30,2026-04-26,354.5,92,116.95,151,228.75,547,852,1172.4999999999995,1460.2499999999986
PI,31,2026-05-03,358,98,123,158.9,234,534,823.2000000000003,1104.2499999999998,1400.4249999999977
PI,32,2026-05-10,340.5,95.975,113.95,147.9,221,547.25,831,1062.1,1279.2249999999988
PI,33,2026-05-17,324,90.97500000000001,115,145,209,509.25,792,1023.1499999999999,1271.2249999999988
PI,34,2026-05-24,301,87,105,134,199,469,721,886.1999999999998,1126.199999999999
PI,35,2026-05-31,278.5,76.975,99,128,183.75,429.25,634,836.1999999999998,1055.2499999999986
PI,36,2026-06-07,244,69,85,107,165,379,586.1000000000001,773.3999999999996,1008.6749999999963
PI,37,2026-06-14,218,65,76,100,144.75,344,527.1000000000001,664.0999999999999,843.1249999999993
PI,38,2026-06-21,201,53,67,88,128,301,448.10000000000014,571.0999999999999,707.0499999999997
PI,39,2026-06-28,174.5,50,63.95,80,115,268.25,402.10000000000014,530,673.1249999999993
PI,40,2026-07-05,147,39,49,63,95,233,354.3000000000004,480.14999999999986,633.0499999999997
PI,41,2026-07-12,131,37,46,58,85,205,312.10000000000014,391.0999999999999,527.0749999999996
PI,42,2026-07-19,116,31,39,48,75,179,278,372,498.0499999999997
PI,43,2026-07-26,104,27,33.95,43,67,159,245,319.2999999999997,462.1499999999992
PI,44,2026-08-02,93,23,29,38,60,145.25,227,294.0999999999999,408.02499999999986
PI,45,2026-08-09,79,20,26,34,52,128,203,276.04999999999995,382.0499999999997
PI,46,2026-08-16,68,17,21.950000000000003,28.900000000000006,43,107,174.20000000000027,237.0999999999999,344.1249999999993
PI,47,2026-08-23,60,15,19,25,37,93,150.10000000000014,208,273.0499999999997
PI,48,2026-08-30,49,12,15.950000000000003,20,31,78,122,164.04999999999995,216.04999999999973
PI,49,2026-09-06,42,9,12,17,26,66,101,134,175.04999999999973
PI,50,2026-09-13,35,7,10,13,21,54.25,87,118.04999999999995,155.02499999999986
PI,51,2026-09-20,29,6.975000000000001,9,11,18,47,74.10000000000014,100.04999999999995,125.04999999999973
PI,52,2026-09-27,26,5,7,9,16,42,68,89,120
PI,53,2026-10-04,22,5,7,9,14,37,60,83,107.02499999999986
PR,1,2025-10-05,265.5,31,42,66,123,595,1346.3000000000018,2272.3499999999995,3548.1999999999825
PR,2,2025-10-12,285,32,49.95,71,143,632.5,1495.1000000000015,2513.0999999999995,4594.474999999998
PR,3,2025-10-19,310,32.975,50,79,147.75,670,1615.800000000001,2966.0999999999985,4930.05
PR,4,2025-10-26,352.5,41.975,59,86.9,171.75,786.25,1799.2000000000003,3302.949999999999,5794.524999999986
PR,5,2025-11-02,391,42,63.95,103,188,843.25,2092.300000000002,3434.3499999999995,5454.674999999979
PR,6,2025-11-09,427.5,50,71.95,105,203.75,956,2120.500000000001,3785.949999999996,6661.174999999956
PR,7,2025-11-16,487,49,77,114,229,1064.25,2420.2000000000003,4583.749999999999,9574.474999999997
PR,8,2025-11-23,543,65,86.95,132,259.75,1190.75,2603.1000000000004,4997.449999999999,9009.349999999999
PR,9,2025-11-30,596,75.975,103.9,149,280.25,1292.25,2756.7000000000007,5510.95,8284.64999999999
PR,10,2025-12-07,630,72,104,162.9,310.75,1401.25,2954,5571.449999999997,8768.199999999999
PR,11,2025-12-14,709.5,81,119.95,173.9,340,1510.5,3269,5728.899999999995,9895.924999999983
PR,12,2025-12-21,792.5,105,144.89999999999998,202,388.75,1700.25,3924.4000000000005,6301.3499999999885,11280.924999999983
PR,13,2025-12-28,777.5,95.975,133.95,203,389,1605.25,3655.9000000000015,6496.7499999999945,12209.749999999978
PR,14,2026-01-04,938,113.975,157.95,231.8,458.75,2025.75,4337.2,7672.399999999999,11652.94999999999
PR,15,2026-01-11,1165.5,131.95,191,289.9,556.5,2529.75,5448.000000000007,10393.050000000001,18319.274999999976
PR,16,2026-01-18,1356,169.95,237.8,354.90000000000003,687,3034.25,6864.400000000003,11502.55,19343.024999999932
PR,17,2026-01-25,1615.5,205.97500000000002,287.9,425,801.5,3463.75,7375.500000000001,12742.3,25552.724999999937
PR,18,2026-02-01,2015,234.95000000000002,338,525.8,990.75,4343.25,9606.700000000003,18149.649999999994,31354.99999999999
PR,19,2026-02-08,2438,311,414.75,631.9,1196,5238.25,12128.100000000004,19865.749999999985,35134.62499999996
PR,20,2026-02-15,3040.5,357.925,492.95,729.9,1387.75,6303.5,13904.900000000016,21932.249999999996,38082.07499999997
PR,21,2026-02-22,3295,378.925,565.8000000000001,805.8000000000001,1544.25,7262.25,15278.600000000011,25740.599999999995,51373.624999999905
PR,22,2026-03-01,3840.5,455,623.95,959.7,1848.25,8260,19354.300000000003,34384.99999999997,56496.89999999956
PR,23,2026-03-08,4325.5,577.875,751.75,1153.8,2106.5,9568,20932.600000000006,36751.9,69442.025
PR,24,2026-03-15,4951.5,595.9,894.75,1285.8000000000002,2358.5,10485,25224.9,41734.999999999905,76539.49999999996
PR,25,2026-03-22,5193,616.9749999999999,853.5500000000001,1330.8,2458.75,11346,24972.7,43933.649999999994,79098.24999999999
PR,26,2026-03-29,5606,683.075,965,1340,2728.75,12460.5,27756.800000000017,48324.34999999998,89451.34999999977
PR,27,2026-04-05,5721.5,693.85,1006.9499999999999,1474.9,2765.25,12238.75,30919.900000000012,51343.49999999999,87263.42499999986
PR,28,2026-04-12,5592,781.875,1026.95,1465.7,2757.75,12422.25,28394.800000000003,49989.599999999984,84694.47499999998
PR,29,2026-04-19,5680,640.825,953.25,1424.0000000000002,2745.5,11862.25,27120.600000000013,45197.04999999999,72956.09999999986
PR,30,2026-04-26,5266.5,630,862.9499999999999,1251.3,2440,11208,26639.30000000001,41651.349999999955,72232.67499999987
PR,31,2026-05-03,4463.5,547.925,747.8000000000001,1163.9,2134.25,9914.25,22669.80000000001,40040.79999999997,61480.92499999936
PR,32,2026-05-10,3946.5,443.87500000000006,664.9000000000001,948.8,1859,7942,20741.300000000003,34768.549999999996,54096.82499999966
PR,33,2026-05-17,3247,359.9,519.9,808.9,1507.75,6633.25,15266.800000000005,26644.94999999999,46231.77499999986
PR,34,2026-05-24,2511.5,312.725,437.95000000000005,632.9,1212.75,5282.5,11168.900000000007,20644.44999999999,39187.72499999996
PR,35,2026-05-31,1925,230.97500000000002,323.95,459,878.75,4018.25,8560.200000000003,14161.199999999997,25184.149999999998
PR,36,2026-06-07,1361,162.97500000000002,256.95,372.9,702,2907.5,6462.000000000006,11474.25,20769.149999999994
PR,37,2026-06-14,1107.5,137.95,181,274.8,513,2359.75,5040.1,8616.449999999999,16325.649999999992
PR,38,2026-06-21,868.5,103.9,142,199.9,399,1782,3899.1000000000026,6596.699999999999,11222.924999999963
PR,39,2026-06-28,666.5,81,108.95,169,306.75,1375,2894.800000000001,5039.099999999995,7836.274999999965
PR,40,2026-07-05,506,57,83.9,125,244.75,1063.25,2525.4000000000033,4273.999999999999,7836.699999999996
PR,41,2026-07-12,397.5,44,68,96.9,193,896,1866.7000000000023,3652.2,5853.624999999991
PR,42,2026-07-19,326,40,55.95,86,164,662.25,1488.7000000000023,2510.4999999999995,4066.1499999999724
PR,43,2026-07-26,262.5,31,42.900000000000006,66,128,607.5,1291.4000000000005,2248.5999999999995,3848.3749999999873
PR,44,2026-08-02,236.5,27,38.95,59,115,499.25,1089.1000000000001,1858.7499999999993,2888.6749999999965
PR,45,2026-08-09,209,24.975,35,51,98,449,977,1669.1499999999999,2826.2249999999935
PR,46,2026-08-16,184,22,32,49,91,416.25,986.6000000000008,1763.049999999999,2998.1749999999993
PR,47,2026-08-23,186,24,34,48,85,411,914.1000000000001,1571.05,2958.0249999999996
PR,48,2026-08-30,182,19,28.950000000000003,45,89,398.5,853.1000000000001,1531.05,2479
PR,49,2026-09-06,185,21,29,44,88,420.25,973.4000000000005,1693.8499999999992,2995.224999999988
PR,50,2026-09-13,202,21.975,30,47,96.75,435.75,944,1573.1999999999998,2613.2999999999984
PR,51,2026-09-20,201,22.975,32.95,49,95,437.25,936.5000000000007,1554.2999999999988,2831.899999999984
PR,52,2026-09-27,219.5,23,38,53,106,456,1054.2000000000003,1725.8499999999992,3144.549999999997
PR,53,2026-10-04,241,28,39,59,115,540,1217.0000000000014,2087.3999999999996,3486.0499999999997
RJ,1,2025-10-05,94,4,8,15,36,254,677.8000000000011,1170.4999999999995,2124.6499999999965
RJ,2,2025-10-12,105.5,4.975000000000001,8,15,39,291.25,724.1000000000001,1279.3499999999997,2061.0749999999944
RJ,3,2025-10-19,108,4,8,16,40,287,795.3000000000004,1350.05,2096.299999999993
RJ,4,2025-10-26,118.5,5,9,17,44,291.25,751.3000000000004,1342.1,2626.4499999999975
RJ,5,2025-11-02,126,5,9.950000000000003,18,47,335,806.3000000000004,1639.4999999999995,2721.374999999998
RJ,6,2025-11-09,129,6.975000000000001,11,21,49,346.25,869.8000000000025,1618.999999999999,2873.3499999999767
RJ,7,2025-11-16,147,6,13,22,57,397.25,989.4000000000005,1873.2499999999998,3359.699999999996
RJ,8,2025-11-23,155,8,13,22,60,446.25,1054.5000000000007,1906.05,3207.174999999999
RJ,9,2025-11-30,179.5,7,13.950000000000003,27,68,472.75,1214.1000000000001,1998,3301.324999999987
RJ,10,2025-12-07,190,8,14,27,71,549.25,1373.1000000000001,2248.25,3728.2499999999986
RJ,11,2025-12-14,221,8.975000000000001,17,33,83,601.25,1452.4000000000005,2745.2,4333.399999999981
RJ,12,2025-12-21,255.5,11,19.950000000000003,37.900000000000006,92,677.75,1604.4000000000005,2886.4999999999995,5340.6499999999905
RJ,13,2025-12-28,262,11,18,37,93,667,1756.1000000000001,3145.699999999999,4984.974999999995
RJ,14,2026-01-04,284,14,22.950000000000003,42,104.75,761.5,1775.500000000002,3484.4999999999977,6262.899999999984
RJ,15,2026-01-11,332.5,14,24,43.900000000000006,121,847,2222.1000000000013,4273.749999999999,6156.599999999997
RJ,16,2026-01-18,386,18,32,60,139.75,1020,2743.1000000000004,4800.3499999999995,8224.424999999997
RJ,17,2026-01-25,402,20,33,67,158.75,1162,2748.800000000001,4619.0499999999975,7522.324999999987
RJ,18,2026-02-01,468.5,23,41,72,180,1273.5,3182.9000000000015,5877.499999999999,10892.599999999986
RJ,19,2026-02-08,558,26,46,81.9,200.75,1483.5,3719.9000000000106,6873.599999999998,11571.599999999991
RJ,20,2026-02-15,610,29.975,49,90,227,1574.25,4002,7185.25,11421.174999999928
RJ,21,2026-02-22,650.5,32,52,102,244.75,1787.5,4321.700000000001,7604.499999999999,12975.149999999994
RJ,22,2026-03-01,677.5,30.975,53,105,263.75,1886.5,4671.600000000003,8226.8,12536.025
RJ,23,2026-03-08,732,34.975,62.95,105,279.75,1934.25,4833.300000000002,8389.649999999996,14214.374999999949
RJ,24,2026-03-15,726,32,53.95,106,281.25,2089.75,4978.000000000005,8772.799999999996,15184.324999999999
RJ,25,2026-03-22,792,37.95,65.95,112.9,296,1963,4949.1,9036.299999999994,15447.149999999987
RJ,26,2026-03-29,761.5,34.975,62.95,115,293.75,2147.75,5237.300000000003,9773.75,15836.34999999995
RJ,27,2026-04-05,799.5,40,67,120,284.75,2176.75,5044.600000000006,10132.349999999997,15272.149999999981
RJ,28,2026-04-12,757,45.975,70,123.9,286.75,2138.75,4922.000000000003,9190.399999999998,15744.124999999967
RJ,29,2026-04-19,751,35.975,60,107,289.5,2175,5270.700000000003,9487.599999999999,15338.349999999993
RJ,30,2026-04-26,755,36.975,62,108,269,1944,4927.1,9163.099999999999,14509.94999999994
RJ,31,2026-05-03,666.5,33,57.95,101,242.75,1900,4782.100000000011,8196.399999999998,13290.449999999997
RJ,32,2026-05-10,665,32.95,51,93.80000000000001,232,1765.5,4313.5,8004.15,12716.624999999893
RJ,33,2026-05-17,585.5,28,48,82,207.5,1556.5,3679.6000000000067,7297.799999999998,11824.249999999987
RJ,34,2026-05-24,500,19,36,75,182.75,1363.75,3411.7000000000053,6567.25,10307.12499999997
RJ,35,2026-05-31,466,22,37,70,176.75,1237.75,3064.600000000001,5709.0999999999985,8765.899999999985
RJ,36,2026-06-07,410,18.975,34,61.80000000000001,157,1079,2642.7000000000007,4891.2999999999975,9030.199999999993
RJ,37,2026-06-14,349,15,30,51,131,931.75,2336.0000000000055,4158.05,7565.72499999999
RJ,38,2026-06-21,294,13,24,45,113,795.25,2079.7000000000007,3623.599999999995,6533.524999999991
RJ,39,2026-06-28,265,13,21,41,97,699.5,1845.3000000000004,2996.2999999999997,5232.274999999999
RJ,40,2026-07-05,227,12,20,34,86.75,600.25,1552.500000000002,2880.1,4548.15
RJ,41,2026-07-12,200,8.975000000000001,15,29,71,586.25,1383.1000000000001,2471.5499999999984,4166.374999999998
RJ,42,2026-07-19,177,7,13.950000000000003,25,64,468.5,1212.1000000000001,2050.6999999999994,3511.5999999999967
RJ,43,2026-07-26,164.5,9,14.950000000000003,24,60,413.5,1077.4000000000005,1815.2999999999997,3033.649999999991
RJ,44,2026-08-02,137,6.975000000000001,11,19,50,355,832.2000000000003,1579.3999999999996,2684.424999999992
RJ,45,2026-08-09,126,5,10,18,47,325.5,859.8000000000011,1527.2499999999998,2819.1499999999937
RJ,46,2026-08-16,118,4,9,16,43,301,738.1000000000001,1369.2999999999997,2183.3499999999976
RJ,47,2026-08-23,106,4,7,14,40,283,685.4000000000005,1221,2006.3999999999978
RJ,48,2026-08-30,101,4,7,13,36,262,611.0000000000014,1101.1,1932.0499999999943
RJ,49,2026-09-06,91,3.9750000000000014,7,13,34,249,571.4000000000005,1062.9499999999991,2010.174999999999
RJ,50,2026-09-13,89,4,7.950000000000003,13,31,235,632.4000000000005,1242.049999999999,1985.199999999999
RJ,51,2026-09-20,92,4,6,13,34,247.25,623.1000000000001,1111,2088.2749999999987
RJ,52,2026-09-27,92,4,7,14,34,249,606.1000000000001,1040.3999999999996,1653.5249999999971
RJ,53,2026-10-04,93.5,3,7,13,36,249.25,592,1060.3499999999997,1783.5749999999969
RN,1,2025-10-05,114,17,25,34,61,222,389.10000000000014,566.1999999999998,851.1499999999992
RN,2,2025-10-12,112,18,23,35,59,205,379.40000000000055,575.2999999999997,825.174999999999
RN,3,2025-10-19,98,13.975000000000001,19,29,52,196,359.10000000000014,551.05,777.1999999999989
RN,4,2025-10-26,95,15,20.950000000000003,29,50,182,319,482.04999999999995,774.2999999999984
RN,5,2025-11-02,90,13.975000000000001,19,27,47,180.25,348,532.0999999999999,764.0249999999999
RN,6,2025-11-09,86,12,17,26,46.75,170,295.3000000000004,458.04999999999995,677.0499999999997
RN,7,2025-11-16,86,10,17,24,44,157,294,466.04999999999995,669.0749999999996
RN,8,2025-11-23,84.5,11,15,23,43,160,299.2000000000003,464,667.1249999999993
RN,9,2025-11-30,84,10,15.950000000000003,24,41,162,297.3000000000004,457,696.0249999999999
RN,10,2025-12-07,84.5,12,16,24,43,166,311,457.04999999999995,677.0749999999996
RN,11,2025-12-14,84,12,16,25,44,167,307,463.14999999999986,677.0249999999999
RN,12,2025-12-21,91,13,17.950000000000003,26,47.75,176,336.10000000000014,486,737.2999999999984
RN,13,2025-12-28,96,13,18,24,47,183,336.3000000000004,488.0999999999999,726.0999999999995
RN,14,2026-01-04,106,14,20,28.900000000000006,53,204,365.40000000000055,549.1999999999998,813.174999999999
RN,15,2026-01-11,114,15,22,31,57,236,439.3000000000004,636.1999999999998,947.2499999999986
RN,16,2026-01-18,137,18,25,39,68,263,471.70000000000095,774.2999999999997,1133.349999999998
RN,17,2026-01-25,160,22,30,45,81,314,607.2000000000003,965.0999999999999,1364.5999999999967
RN,18,2026-02-01,193,25,34,53,98,362,675.1000000000001,1056.05,1568.6749999999963
RN,19,2026-02-08,230,28,45,62,115.75,430,804.2000000000003,1185.1,1594.0999999999995
RN,20,2026-02-15,267.5,38,54,80,136.75,507,981.3000000000004,1471.2999999999997,2108.399999999998
RN,21,2026-02-22,317.5,47,65,93,164.75,569.25,1068.1000000000001,1559.2999999999997,2483.524999999997
RN,22,2026-03-01,353.5,50,76,105,181.75,657.25,1206.4000000000005,1728.2499999999989,2418.8749999999955
RN,23,2026-03-08,368.5,56.975,75,106.9,194,702.25,1260.6000000000008,1923.5499999999995,2823.249999999993
RN,24,2026-03-15,426,60,80.95,112,207,786.5,1431.2000000000003,2193.499999999999,3084.5999999999967
RN,25,2026-03-22,404.5,66,89,122.9,222,772.25,1484.6000000000008,2165.499999999999,3092.9249999999947
RN,26,2026-03-29,422,59.95,85,126,231.75,792.75,1447.800000000001,2219.05,3158.2999999999984
RN,27,2026-04-05,431.5,68.975,90,130,238,817.25,1497,2284.5999999999967,3701.7249999999963
RN,28,2026-04-12,452.5,72.975,95,130.9,241,855.5,1672.9000000000012,2579.25,3674.2499999999936
RN,29,2026-04-19,490.5,69.975,93,140,253,871,1586.2000000000003,2424.45,3676.7999999999793
RN,30,2026-04-26,479,65,96.95,137,252.5,914.25,1687.3000000000018,2624.3999999999996,3977.774999999996
RN,31,2026-05-03,482.5,68,97,136,255,921,1746,2575,3604.075
RN,32,2026-05-10,461.5,70,97,137,244,898,1726.5000000000007,2545.4499999999994,3594.299999999993
RN,33,2026-05-17,482.5,68,93,138.70000000000002,245,889,1621.3000000000004,2442.1,3493.4999999999973
RN,34,2026-05-24,457.5,57,88.95,135,248,835.5,1587.6000000000008,2212.6999999999994,3230.075
RN,35,2026-05-31,437.5,64.975,88.95,134,236.75,804.25,1509.0000000000014,2241.2999999999993,3128.8249999999953
RN,36,2026-06-07,422.5,63.975,84,117,216,793.5,1356.1000000000015,2168.6999999999994,3041.624999999991
RN,37,2026-06-14,397.5,60,82.95,114,205,743,1352.2000000000016,1980,2939.674999999996
RN,38,2026-06-21,373,56.975,78,110,190.75,697.75,1251.4000000000005,1937.9499999999991,2953.025
RN,39,2026-06-28,351,47.975,70,99.9,181,651,1208.6000000000008,1730.1,2723.0999999999995
RN,40,2026-07-05,333.5,49,68,97.9,185,611,1114.1000000000001,1687.1999999999998,2349.3499999999985
RN,41,2026-07-12,301.5,45,64,89.9,164,571,1057.2000000000003,1563.5999999999995,2359.024999999994
RN,42,2026-07-19,296,46.975,65,90,160.75,560.25,989.5000000000007,1427.1999999999998,2083.149999999999
RN,43,2026-07-26,282,41,62.95,87,161,527.25,961.1000000000001,1398.9499999999991,1994.374999999998
RN,44,2026-08-02,252.5,45,58,82,139,480.25,844.2000000000003,1213.1,1795.3249999999982
RN,45,2026-08-09,243,35.975,52.95,72,133,442.25,820,1209,1718.1499999999992
RN,46,2026-08-16,219,36,47,69.9,119,420,780.700000000001,1163.05,1604.8499999999954
RN,47,2026-08-23,201,28,39,58,108,373,665.9000000000012,962.05,1287.8499999999954
RN,48,2026-08-30,182,29,39,55.900000000000006,99.75,345,616.2000000000003,924.1499999999999,1291.0499999999997
RN,49,2026-09-06,166.5,23,33,50,87,324,593,864.05,1243.199999999999
RN,50,2026-09-13,153,23.975,31,43,81,281.25,524,837.3499999999997,1186.2749999999985
RN,51,2026-09-20,143.5,21,29,41,74,261,483.10000000000014,718.1499999999999,1041
RN,52,2026-09-27,133,18,25,40,69.75,242,439.3000000000004,674.05,932.3999999999978
RN,53,2026-10-04,124,16,24,34,65,232,440,668.0999999999999,946.1999999999989
RO,1,2025-10-05,19,2,3,4.900000000000006,9,35,61.100000000000136,93.09999999999991,132.04999999999973
RO,2,2025-10-12,20,2,4,5.900000000000006,10,40,75,109.04999999999995,159.02499999999986
RO,3,2025-10-19,24,2,4,6,12,46,84.10000000000014,119.04999999999995,170.04999999999973
RO,4,2025-10-26,26,3,5,7,13,51,87,121.04999999999995,180.04999999999973
RO,5,2025-11-02,31.5,3.9750000000000014,5,9,17,60,106,154.04999999999995,223.04999999999973
RO,6,2025-11-09,36,5,7,10,19,67,126,180.04999999999995,248.02499999999986
RO,7,2025-11-16,43,6,8,12,22,83,147.10000000000014,215,284.1499999999992
RO,8,2025-11-23,50,7,10,14,26,94,168.10000000000014,257.0999999999999,351.1499999999992
RO,9,2025-11-30,55,8,11,16,30,105,185,279.14999999999986,399.0499999999997
RO,10,2025-12-07,63,7,11,16,32,120,217,298.04999999999995,419.0749999999996
RO,11,2025-12-14,70,10,13,19,36.75,135,241.20000000000027,369.04999999999995,538.0499999999997
RO,12,2025-12-21,80,11,15,23,41,146.25,276.2000000000003,406.0999999999999,598.6749999999963
RO,13,2025-12-28,78,11,17,23,42,157,291,440.14999999999986,674.1999999999989
RO,14,2026-01-04,92,12,19,28,50,177,310.10000000000014,448.0999999999999,640.0499999999997
RO,15,2026-01-11,107,14,23,32,57,204,371.40000000000055,525.1499999999999,711.2499999999986
RO,16,2026-01-18,122,18,23,34,64,229,426.10000000000014,660.3999999999996,929.1249999999993
RO,17,2026-01-25,132,19,27.950000000000003,39,70.75,253,459,714.05,1004.2749999999985
RO,18,2026-02-01,147,19.975,27.950000000000003,41.900000000000006,79,273,534.2000000000003,784,1092.549999999997
RO,19,2026-02-08,156,23,32,46,85,306.25,551.1000000000001,790.8999999999992,1157.0249999999999
RO,20,2026-02-15,156,21.975,30.950000000000003,46,80,310.25,532.1000000000001,810.3999999999996,1216.3249999999982
RO,21,2026-02-22,165.5,22,31,46,83.75,314,583,845.05,1181.5999999999967
RO,22,2026-03-01,167.5,22,30,43,85,320,599.1000000000001,862.2499999999989,1174.0249999999999
RO,23,2026-03-08,149.5,21,30,46,79.75,297,552.2000000000003,798.3499999999997,1192.0499999999997
RO,24,2026-03-15,148.5,20,27,39,76,290.25,527.2000000000003,822.05,1264.1249999999993
RO,25,2026-03-22,136,18,25.950000000000003,40,73,257,483.10000000000014,749.4999999999995,1008.1249999999993
RO,26,2026-03-29,119.5,16,21.950000000000003,31,63,227.25,423,629.05,925.2499999999986
RO,27,2026-04-05,112,14,21,31,55,219,393,576.0999999999999,898
RO,28,2026-04-12,101,13,19.950000000000003,29,52,194,342,523.0999999999999,762.3999999999978
RO,29,2026-04-19,94,12.975000000000001,18,28,48,184,348,469.14999999999986,663.374999999998
RO,30,2026-04-26,85.5,12,17,24.900000000000006,44,167.25,291.2000000000003,450.2999999999997,674.0749999999996
RO,31,2026-05-03,79,12,16,23,41,158,285.2000000000003,412.04999999999995,590.0499999999997
RO,32,2026-05-10,76,10,14,20,39,142,272.10000000000014,399.1999999999998,550.374999999998
RO,33,2026-05-17,70,8,12,19,35.75,127.25,229.10000000000014,352.04999999999995,476.02499999999986
RO,34,2026-05-24,62,10,13,19,32,121,222.10000000000014,327,453.2249999999988
RO,35,2026-05-31,57,7,11,16,29,115,200.20000000000027,313.14999999999986,418.0499999999997
RO,36,2026-06-07,53,7,9,15,28,101,182,252,367.1999999999989
RO,37,2026-06-14,48,6,9,14,25,94,172,241,338
RO,38,2026-06-21,42,6,8,12,23,84,155,238.04999999999995,361.02499999999986
RO,39,2026-06-28,39,5,7,11,20,75,140,209.14999999999986,313.02499999999986
RO,40,2026-07-05,37,4,6,9.900000000000006,19,69.25,125,193,285
RO,41,2026-07-12,33,4,6,9,17,62,112,172.19999999999982,241.04999999999973
RO,42,2026-07-19,29,3,5,8,14,55,103,144,211.02499999999986
RO,43,2026-07-26,26,2,4,7,13,50,90,133,185.02499999999986
RO,44,2026-08-02,24,3,4,6,12,44,86.10000000000014,123,169.02499999999986
