uf,geocode,regional,regional_geocode,macroregional,macroregional_geocode
PE,2601052,Recife,26010,Metropolitana,2607
PE,2603702,Garanhuns,26004,Agreste,2608
PE,2605400,Limoeiro,26006,Metropolitana,2607
PE,2606507,Garanhuns,26004,Agreste,2608
PE,2610509,Limoeiro,26006,Metropolitana,2607
PE,2610202,Caruaru,26003,Agreste,2608
PE,2603207,Garanhuns,26004,Agreste,2608
PE,2603405,Serra Talhada,26012,Sertão,2606
PE,2613107,Caruaru,26003,Agreste,2608
PE,2607000,Arcoverde,26002,Sertão,2606
PE,2615300,Goiana,26005,Metropolitana,2607
PE,2607505,Garanhuns,26004,Agreste,2608
PE,2603009,Petrolina,26009,Vale do S.Francisco e Araripe,2605
PE,2614006,Salgueiro,26011,Vale do S.Francisco e Araripe,2605
PE,2605103,Arcoverde,26002,Sertão,2606
PE,2610400,Ouricuri,26007,Vale do S.Francisco e Araripe,2605
PE,2612604,Petrolina,26009,Vale do S.Francisco e Araripe,2605
PE,2612554,Ouricuri,26007,Vale do S.Francisco e Araripe,2605
PE,2606903,Afogados da Ingazeira,26001,Sertão,2606
PE,2601805,Serra Talhada,26012,Sertão,2606
PE,2615805,Arcoverde,26002,Sertão,2606
PE,2604106,Caruaru,26003,Agreste,2608
PE,2602902,Recife,26010,Metropolitana,2607
PE,2602605,Caruaru,26003,Agreste,2608
PE,2605905,Palmares,26008,Metropolitana,2607
PE,2607950,Palmares,26008,Metropolitana,2607
PE,2605707,Serra Talhada,26012,Sertão,2606
PE,2612471,Serra Talhada,26012,Sertão,2606
PE,2612455,Ouricuri,26007,Vale do S.Francisco e Araripe,2605
PI,2202109,Vale do Canindé,22008,Semi-árido,2207
PI,2202026,Carnaubais,22001,Meio Norte,2208
PI,2200608,Entre Rios,22004,Meio Norte,2208
PI,2200905,Vale do Sambito,22010,Semi-árido,2207
PI,2201929,Serra da Capivara,22006,Cerrados,2210
PI,2200707,Serra da Capivara,22006,Cerrados,2210
PI,2201176,Vale do Sambito,22010,Semi-árido,2207
PR,4113908,4ª RS Irati,41004,Leste,4107
PR,4104907,3ª RS Ponta Grossa,41003,Leste,4107
PR,4110904,15ª RS Maringá,41015,Noroeste,4106
PR,4120150,5ª RS Guarapuava,41005,Leste,4107
PR,4117255,8ª RS Francisco Beltrão,41008,Oeste,4108
PR,4125605,6ª RS União da Vitória,41006,Leste,4107
PR,4124400,8ª RS Francisco Beltrão,41008,Oeste,4108
PR,4118204,1ª RS Paranaguá,41001,Leste,4107
PR,4111555,12ª RS Umuarama,41012,Noroeste,4106
PR,4118709,6ª RS União da Vitória,41006,Leste,4107
PR,4119707,14ª RS Paranavaí,41014,Noroeste,4106
PR,4125803,16ª RS Apucarana,41016,Norte,4105
PR,4127601,2ª RS Metropolitana,41002,Leste,4107
PR,4116802,11ª RS Campo Mourão,41011,Noroeste,4106
PR,4109658,7ª RS Pato Branco,41007,Oeste,4108
PR,4110201,4ª RS Irati,41004,Leste,4107
PR,4106571,8ª RS Francisco Beltrão,41008,Oeste,4108
PR,4111407,3ª RS Ponta Grossa,41003,Leste,4107
PR,4106456,7ª RS Pato Branco,41007,Oeste,4108
PR,4107553,11ª RS Campo Mourão,41011,Noroeste,4106
PR,4117404,15ª RS Maringá,41015,Noroeste,4106
PR,4125100,3ª RS Ponta Grossa,41003,Leste,4107
PR,4126678,17ª RS Londrina,41017,Norte,4105
PR,4111001,18ª RS Cornélio Procópio,41018,Norte,4105
PR,4104659,3ª RS Ponta Grossa,41003,Leste,4107
PR,4114203,15ª RS Maringá,41015,Noroeste,4106
PR,4100400,2ª RS Metropolitana,41002,Leste,4107
PR,4120358,8ª RS Francisco Beltrão,41008,Oeste,4108
PR,4126272,7ª RS Pato Branco,41007,Oeste,4108
PR,4105607,13ª RS Cianorte,41013,Noroeste,4106
PR,4109708,19ª RS Jacarezinho,41019,Norte,4105
PR,4124509,15ª RS Maringá,41015,Noroeste,4106
PR,4124004,19ª RS Jacarezinho,41019,Norte,4105
PR,4125555,13ª RS Cianorte,41013,Noroeste,4106
PR,4106407,18ª RS Cornélio Procópio,41018,Norte,4105
PR,4122602,13ª RS Cianorte,41013,Noroeste,4106
PR,4103701,17ª RS Londrina,41017,Norte,4105
PR,4106506,7ª RS Pato Branco,41007,Oeste,4108
PR,4101853,22ª RS Ivaiporã,41022,Norte,4105
PR,4115358,20ª RS Toledo,41020,Oeste,4108
PR,4103057,10ª RS Cascavel,41010,Oeste,4108
PR,4115853,20ª RS Toledo,41020,Oeste,4108
PR,4115804,9ª RS Foz do Iguaçu,41009,Oeste,4108
PR,4125456,20ª RS Toledo,41020,Oeste,4108
PR,4123501,20ª RS Toledo,41020,Oeste,4108
PR,4127700,20ª RS Toledo,41020,Oeste,4108
PR,4117222,20ª RS Toledo,41020,Oeste,4108
PR,4101408,16ª RS Apucarana,41016,Norte,4105
PR,4103305,16ª RS Apucarana,41016,Norte,4105
PR,4128500,19ª RS Jacarezinho,41019,Norte,4105
PR,4105300,10ª RS Cascavel,41010,Oeste,4108
PR,4106704,14ª RS Paranavaí,41014,Noroeste,4106
PR,4102901,6ª RS União da Vitória,41006,Leste,4107
PR,4106308,10ª RS Cascavel,41010,Oeste,4108
PR,4101309,6ª RS União da Vitória,41006,Leste,4107
PR,4122651,22ª RS Ivaiporã,41022,Norte,4105
PR,4121000,14ª RS Paranavaí,41014,Noroeste,4106
PR,4118303,14ª RS Paranavaí,41014,Noroeste,4106
PR,4127965,5ª RS Guarapuava,41005,Leste,4107
PR,4122107,16ª RS Apucarana,41016,Norte,4105
PR,4120002,17ª RS Londrina,41017,Norte,4105
PR,4128302,15ª RS Maringá,41015,Noroeste,4106
PR,4128633,2ª RS Metropolitana,41002,Leste,4107
PR,4101804,2ª RS Metropolitana,41002,Leste,4107
PR,4128609,8ª RS Francisco Beltrão,41008,Oeste,4108
PR,4117909,20ª RS Toledo,41020,Oeste,4108
PR,4107546,10ª RS Cascavel,41010,Oeste,4108
MS,5005608,Campo Grande,50001,Campo Grande,5008
MS,5003256,Campo Grande,50001,Campo Grande,5008
MS,5003801,Dourados,50003,Dourados,5006
MS,5002001,Dourados,50003,Dourados,5006
MS,5007950,Dourados,50003,Dourados,5006
MS,5000708,Campo Grande,50001,Campo Grande,5008
MS,5002100,Campo Grande,50001,Campo Grande,5008
MS,5001003,Três Lagoas,50004,Três Lagoas,5005
MS,5002902,Três Lagoas,50004,Três Lagoas,5005
MS,5004908,Campo Grande,50001,Campo Grande,5008
MS,5001508,Campo Grande,50001,Campo Grande,5008
MS,5000203,Três Lagoas,50004,Três Lagoas,5005
MS,5003306,Campo Grande,50001,Campo Grande,5008
MS,5002407,Dourados,50003,Dourados,5006
BA,2909109,Santa Maria da Vitória,29021,Oeste,2912
BA,2909208,Ribeira do Pombal,29019,Nordeste,2914
BA,2912905,Jequié,29015,Sul,2910
BA,2917607,Jequié,29015,Sul,2910
BA,2917706,Senhor do Bonfim,29024,Norte,2913
BA,2918803,Santo Antônio de Jesus,29022,Leste,2915
BA,2920403,Jequié,29015,Sul,2910
BA,2920452,Barreiras,29002,Oeste,2912
BA,2923407,Guanambi,29007,Sudoeste,2911
BA,2924207,Paulo Afonso,29017,Norte,2913
BA,2924306,Seabra,29023,Centro-Leste,2917
BA,2927507,Feira de Santana,29006,Centro-Leste,2917
BA,2900504,Brumado,29003,Sudoeste,2911
BA,2931004,Brumado,29003,Sudoeste,2911
BA,2918456,Teixeira de Freitas,29026,Extremo Sul,2916
BA,2932606,Guanambi,29007,Sudoeste,2911
BA,2928406,Barreiras,29002,Oeste,2912
BA,2933257,Teixeira de Freitas,29026,Extremo Sul,2916
BA,2907806,Ribeira do Pombal,29019,Nordeste,2914
BA,2916302,Porto Seguro,29018,Extremo Sul,2916
BA,2925600,Irecê,29010,Centro - Norte,2918
BA,2928604,Salvador,29020,Leste,2915
BA,2905404,Valença,29027,Sul,2910
BA,2918001,Jequié,29015,Sul,2910
BA,2918209,Santo Antônio de Jesus,29022,Leste,2915
BA,2921401,Jacobina,29014,Centro - Norte,2918
BA,2924702,Vitória da Conquista,29028,Sudoeste,2911
BA,2930006,Guanambi,29007,Sudoeste,2911
BA,2920205,Guanambi,29007,Sudoeste,2911
BA,2932507,Ilhéus,29009,Sul,2910
BA,2933208,Salvador,29020,Leste,2915
BA,2912806,Teixeira de Freitas,29026,Extremo Sul,2916
BA,2908606,Camaçari,29004,Leste,2915
BA,2917003,Senhor do Bonfim,29024,Norte,2913
BA,2920502,Jequié,29015,Sul,2910
BA,2923209,Ibotirama,29008,Oeste,2912
BA,2927804,Itabuna,29012,Sul,2910
BA,2906204,Irecê,29010,Centro - Norte,2918
BA,2931806,Vitória da Conquista,29028,Sudoeste,2911
BA,2903904,Santa Maria da Vitória,29021,Oeste,2912
BA,2910701,Serrinha,29025,Centro-Leste,2917
BA,2916500,Alagoinhas,29001,Nordeste,2914
BA,2910305,Santo Antônio de Jesus,29022,Leste,2915
BA,2918506,Irecê,29010,Centro - Norte,2918
BA,2930402,Feira de Santana,29006,Centro-Leste,2917
BA,2901205,Vitória da Conquista,29028,Sudoeste,2911
BA,2900355,Ribeira do Pombal,29019,Nordeste,2914
BA,2906808,Serrinha,29025,Centro-Leste,2917
BA,2907004,Alagoinhas,29001,Nordeste,2914
BA,2924504,Guanambi,29007,Sudoeste,2911
BA,2911253,Feira de Santana,29006,Centro-Leste,2917
BA,2911857,Ribeira do Pombal,29019,Nordeste,2914
BA,2926608,Ribeira do Pombal,29019,Nordeste,2914
BA,2916609,Itabuna,29012,Sul,2910
BA,2923357,Jacobina,29014,Centro - Norte,2918
BA,2906873,Jacobina,29014,Centro - Norte,2918
BA,2909901,Juazeiro,29016,Norte,2913
BA,2902807,Brumado,29003,Sudoeste,2911
BA,2920601,Cruz das Almas,29005,Leste,2915
BA,2910909,Itapetinga,29013,Sudoeste,2911
BA,2914703,Itaberaba,29011,Centro-Leste,2917
BA,2920809,Itaberaba,29011,Centro-Leste,2917
BA,2908705,Vitória da Conquista,29028,Sudoeste,2911
BA,2921203,Jacobina,29014,Centro - Norte,2918
BA,2908200,Cruz das Almas,29005,Leste,2915
BA,2913309,Feira de Santana,29006,Centro-Leste,2917
BA,2927309,Santo Antônio de Jesus,29022,Leste,2915
CE,2311801,Russas,23009,Litoral Leste/Jaguaribe,2306
CE,2301505,Tauá,23014,Sertão Central,2307
CE,2311231,Limoeiro do Norte,23010,Litoral Leste/Jaguaribe,2306
CE,2307809,Acaraú,23012,Sobral,2309
CE,2304277,Limoeiro do Norte,23010,Litoral Leste/Jaguaribe,2306
CE,2304350,Sobral,23011,Sobral,2309
CE,2304806,Juazeiro do Norte,23021,Cariri,2308
CE,2304954,Maracanaú,23003,Fortaleza,2310
CE,2304269,Iguatú,23018,Cariri,2308
CE,2308906,Acaraú,23012,Sobral,2309
CE,2309300,Crateús,23015,Sobral,2309
CE,2311405,Quixadá,23008,Sertão Central,2307
CE,2311504,Limoeiro do Norte,23010,Litoral Leste/Jaguaribe,2306
CE,2313203,Crateús,23015,Sobral,2309
CE,2308377,Itapipoca,23006,Fortaleza,2310
CE,2300408,Tauá,23014,Sertão Central,2307
CE,2300507,Sobral,23011,Sobral,2309
CE,2301257,Crateús,23015,Sobral,2309
CE,2301802,Icó,23017,Cariri,2308
CE,2302057,Camocim,23016,Sobral,2309
CE,2302503,Brejo Santo,23019,Cariri,2308
CE,2311108,Brejo Santo,23019,Cariri,2308
CE,2304301,Crato,23020,Cariri,2308
CE,2303659,Sobral,23011,Sobral,2309
CE,2308401,Juazeiro do Norte,23021,Cariri,2308
CE,2305001,Tianguá,23013,Sobral,2309
CE,2306702,Russas,23009,Litoral Leste/Jaguaribe,2306
CE,2304103,Crateús,23015,Sobral,2309
CE,2309706,Maracanaú,23003,Fortaleza,2310
CE,2308203,Sobral,23011,Sobral,2309
CE,2313708,Icó,23017,Cariri,2308
CE,2312601,Caucaia,23002,Fortaleza,2310
CE,2306108,Sobral,23011,Sobral,2309
CE,2301406,Baturité,23004,Fortaleza,2310
CE,2313104,Limoeiro do Norte,23010,Litoral Leste/Jaguaribe,2306
CE,2300200,Acaraú,23012,Sobral,2309
CE,2312007,Sobral,23011,Sobral,2309
CE,2301901,Juazeiro do Norte,23021,Cariri,2308
CE,2304657,Sobral,23011,Sobral,2309
CE,2309003,Sobral,23011,Sobral,2309
CE,2311603,Maracanaú,23003,Fortaleza,2310
CE,2312106,Crato,23020,Cariri,2308
CE,2302206,Cascavel,23022,Fortaleza,2310
CE,2305407,Icó,23017,Cariri,2308
CE,2313351,Caucaia,23002,Fortaleza,2310
CE,2307007,Russas,23009,Litoral Leste/Jaguaribe,2306
CE,2305233,Cascavel,23022,Fortaleza,2310
CE,2313955,Sobral,23011,Sobral,2309
CE,2303956,Cascavel,23022,Fortaleza,2310
CE,2303931,Quixadá,23008,Sertão Central,2307
CE,2304509,Sobral,23011,Sobral,2309
CE,2301950,Maracanaú,23003,Fortaleza,2310
CE,2313609,Tianguá,23013,Sobral,2309
CE,2310407,Canindé,23005,Sertão Central,2307
CE,2310605,Brejo Santo,23019,Cariri,2308
CE,2310704,Caucaia,23002,Fortaleza,2310
CE,2310852,Cascavel,23022,Fortaleza,2310
CE,2310902,Iguatú,23018,Cariri,2308
CE,2309508,Icó,23017,Cariri,2308
CE,2306603,Canindé,23005,Sertão Central,2307
ES,3205069,Metropolitana,32002,Metropolitana,3207
ES,3200805,Central,32001,Central,3208
ES,3201704,Metropolitana,32002,Metropolitana,3207
ES,3204807,Sul,32004,Sul,3205
ES,3203106,Sul,32004,Sul,3205
ES,3203130,Central,32001,Central,3208
ES,3200359,Central,32001,Central,3208
ES,3203403,Sul,32004,Sul,3205
ES,3203163,Metropolitana,32002,Metropolitana,3207
GO,5221601,Serra da Mesa,52014,Centro-Norte,5209
GO,5222302,São Patrício II,52018,Centro-Norte,5209
GO,5205802,Pirineus,52011,Centro-Norte,5209
GO,5201108,Pirineus,52011,Centro-Norte,5209
GO,5205208,Central,52001,Centro-Oeste,5208
GO,5217401,Estrada de Ferro,52005,Centro Sudeste,5210
GO,5204805,Estrada de Ferro,52005,Centro Sudeste,5210
GO,5213087,Norte,52008,Centro-Norte,5209
GO,5218003,Norte,52008,Centro-Norte,5209
GO,5221007,Central,52001,Centro-Oeste,5208
GO,5201603,Central,52001,Centro-Oeste,5208
GO,5201801,Centro Sul,52002,Centro Sudeste,5210
GO,5204409,Sudoeste II,52016,Sudoeste,5206
GO,5204904,Nordeste I,52006,Nordeste,5207
GO,5206206,Entorno Sul,52004,Nordeste,5207
GO,5205471,Sudoeste II,52016,Sudoeste,5206
GO,5208152,Pirineus,52011,Centro-Norte,5209
GO,5208707,Central,52001,Centro-Oeste,5208
GO,5212303,Centro Sul,52002,Centro Sudeste,5210
GO,5212956,Rio Vermelho,52012,Centro-Oeste,5208
GO,5214705,São Patrício I,52013,Centro-Norte,5209
GO,5215306,Centro Sul,52002,Centro Sudeste,5210
GO,5216908,São Patrício I,52013,Centro-Norte,5209
GO,5218789,Estrada de Ferro,52005,Centro Sudeste,5210
GO,5219506,Central,52001,Centro-Oeste,5208
GO,5221080,Nordeste I,52006,Nordeste,5207
GO,5201405,Centro Sul,52002,Centro Sudeste,5210
GO,5202502,Rio Vermelho,52012,Centro-Oeste,5208
GO,5221809,Estrada de Ferro,52005,Centro Sudeste,5210
GO,5203104,Oeste I,52009,Centro-Oeste,5208
GO,5207907,Entorno Norte,52003,Nordeste,5207
GO,5203906,Sul,52017,Centro Sudeste,5210
GO,5204300,Sudoeste I,52015,Sudoeste,5206
GO,5200175,Entorno Norte,52003,Nordeste,5207
GO,5214903,Nordeste II,52007,Nordeste,5207
GO,5207808,Oeste II,52010,Centro-Oeste,5208
GO,5211602,Oeste I,52009,Centro-Oeste,5208
GO,5219605,Norte,52008,Centro-Norte,5209
GO,5211206,Rio Vermelho,52012,Centro-Oeste,5208
GO,5214101,Norte,52008,Centro-Norte,5209
GO,5219308,Sudoeste I,52015,Sudoeste,5206
GO,5220207,Norte,52008,Centro-Norte,5209
GO,5209291,Rio Vermelho,52012,Centro-Oeste,5208
GO,5213509,Nordeste I,52006,Nordeste,5207
GO,5205406,São Patrício I,52013,Centro-Norte,5209
GO,5219100,Central,52001,Centro-Oeste,5208
GO,5220264,Centro Sul,52002,Centro Sudeste,5210
GO,5207600,Oeste I,52009,Centro-Oeste,5208
GO,5207352,Centro Sul,52002,Centro Sudeste,5210
GO,5213053,São Patrício II,52018,Centro-Norte,5209
GO,5219209,Estrada de Ferro,52005,Centro Sudeste,5210
GO,5200902,Oeste I,52009,Centro-Oeste,5208
GO,5201702,Oeste I,52009,Centro-Oeste,5208
GO,5215231,Entorno Sul,52004,Nordeste,5207
GO,5205703,Oeste II,52010,Centro-Oeste,5208
GO,5208608,São Patrício II,52018,Centro-Norte,5209
GO,5212055,Central,52001,Centro-Oeste,5208
GO,5218300,Nordeste II,52007,Nordeste,5207
GO,5216809,Central,52001,Centro-Oeste,5208
GO,5221700,São Patrício I,52013,Centro-Norte,5209
GO,5207535,Rio Vermelho,52012,Centro-Oeste,5208
GO,5209952,Centro Sul,52002,Centro Sudeste,5210
GO,5211008,Rio Vermelho,52012,Centro-Oeste,5208
GO,5200555,Serra da Mesa,52014,Centro-Norte,5209
GO,5214606,Serra da Mesa,52014,Centro-Norte,5209
GO,5219407,Sudoeste II,52016,Sudoeste,5206
GO,5220108,Oeste II,52010,Centro-Oeste,5208
MA,2110856,Açailândia,21001,Sul,2109
MA,2110609,Chapadinha,21006,Norte,2110
MA,2104602,Presidente Dutra,21012,Leste,2111
MA,2111409,Bacabal,21002,Norte,2110
MA,2103703,Pinheiro,21011,Norte,2110
MA,2113009,Bacabal,21002,Norte,2110
MA,2103000,Caxias,21005,Leste,2111
MA,2111607,Balsas,21003,Sul,2109
MA,2112605,Itapecuru Mirim,21009,Norte,2110
MA,2108058,Chapadinha,21006,Norte,2110
MA,2110807,Balsas,21003,Sul,2109
MA,2101301,Pinheiro,21011,Norte,2110
MA,2108405,Pinheiro,21011,Norte,2110
MA,2112704,Itapecuru Mirim,21009,Norte,2110
MA,2107100,Rosário,21013,Norte,2110
MA,2103158,Zé Doca,21019,Norte,2110
MA,2112803,Viana,21018,Norte,2110
MA,2104081,Barra do Corda,21004,Sul,2109
MA,2111904,São João dos Patos,21015,Leste,2111
BA,2908804,Brumado,29003,Sudoeste,2911
MG,3110806,Itambacuri,31096,Nordeste,3111
MG,3132404,Itajubá,31003,Sul,3101
MG,3168903,São Gotardo,31082,Noroeste,3109
MG,3155405,Juiz de Fora,31097,Sudeste,3107
MG,3170602,Piumhi,31093,Sul,3101
MG,3143203,São Sebastião do Paraíso,31009,Sul,3101
MG,3171006,Patos de Minas,31057,Noroeste,3109
MG,3161700,Patos de Minas,31057,Noroeste,3109
MG,3165107,São Sebastião do Paraíso,31009,Sul,3101
MG,3170800,Pirapora,31055,Norte,3108
MG,3108701,Ubá,31048,Sudeste,3107
MG,3120805,São Lourenço,31008,Sul,3101
MG,3134301,Lavras,31004,Sul,3101
MG,3129509,Araxá,31070,Triângulo do Sul,3112
MG,3111507,Araxá,31070,Triângulo do Sul,3112
MG,3168804,São João Del Rei,31015,Centro Sul,3102
MG,3131604,Patrocínio / Monte Carmelo,31074,Triângulo do Norte,3113
MG,3167806,São Lourenço,31008,Sul,3101
MG,3138625,Frutal / Iturama,31071,Triângulo do Sul,3112
MG,3157708,Araxá,31070,Triângulo do Sul,3112
MG,3169109,Pouso Alegre,31007,Sul,3101
MG,3145356,Teófilo Otoni / Malacacheta,31099,Nordeste,3111
MG,3142205,Muriaé,31045,Sudeste,3107
MG,3121258,Uberaba,31072,Triângulo do Sul,3112
MG,3115508,São Lourenço,31008,Sul,3101
MG,3116159,Unaí,31058,Noroeste,3109
MG,3121902,Ubá,31048,Sudeste,3107
MG,3123601,Varginha,31012,Sul,3101
MG,3133105,São Lourenço,31008,Sul,3101
MG,3130804,Lavras,31004,Sul,3101
MG,3145000,Uberlândia / Araguari,31075,Triângulo do Norte,3113
MG,3152402,Teófilo Otoni / Malacacheta,31099,Nordeste,3111
MG,3126208,Unaí,31058,Noroeste,3109
MG,3127008,Frutal / Iturama,31071,Triângulo do Sul,3112
MG,3153103,Ubá,31048,Sudeste,3107
MG,3164431,Muriaé,31045,Sudeste,3107
MG,3165008,São João Del Rei,31015,Centro Sul,3102
MG,3142601,Varginha,31012,Sul,3101
MG,3170404,Unaí,31058,Noroeste,3109
MG,3161502,Ubá,31048,Sudeste,3107
MG,3107208,Lima Duarte,31090,Sudeste,3107
MG,3169059,Pouso Alegre,31007,Sul,3101
MG,3164407,Pouso Alegre,31007,Sul,3101
MG,3162302,Pouso Alegre,31007,Sul,3101
MG,3114402,Passos,31092,Sul,3101
MG,3124708,Bom Despacho,31028,Oeste,3105
MG,3122405,Alfenas / Machado,31001,Sul,3101
MG,3138401,Leopoldina / Cataguases,31044,Sudeste,3107
MG,3121803,Coronel Fabriciano/Timóteo,31035,Vale do Aço,3114
MG,3118007,Congonhas,31078,Centro Sul,3102
MG,3122454,Pedra azul,31068,Nordeste,3111
MG,3145901,Congonhas,31078,Centro Sul,3102
MG,3116902,Frutal / Iturama,31071,Triângulo do Sul,3112
MG,3140506,Bom Despacho,31028,Oeste,3105
MG,3155009,Ponte Nova,31060,Leste do Sul,3110
MG,3158904,Manhuaçu,31059,Leste do Sul,3110
MG,3150307,São João Del Rei,31015,Centro Sul,3102
MG,3142700,Manga,31076,Norte,3108
MG,3117405,Manhuaçu,31059,Leste do Sul,3110
MG,3157278,Lima Duarte,31090,Sudeste,3107
MG,3108552,João Pinheiro,31077,Noroeste,3109
MG,3135506,Ponte Nova,31060,Leste do Sul,3110
MG,3108800,Ipatinga,31037,Vale do Aço,3114
MG,3148509,Águas Formosas,31062,Nordeste,3111
MG,3132503,Diamantina,31026,Jequitinhonha,3104
MG,3163607,Manhuaçu,31059,Leste do Sul,3110
MG,3162948,Passos,31092,Sul,3101
MG,3152907,São Sebastião do Paraíso,31009,Sul,3101
MG,3163102,Pará de Minas,31032,Oeste,3105
MG,3132305,Padre Paraíso,31067,Nordeste,3111
MG,3165701,Ubá,31048,Sudeste,3107
MG,3160405,Lagoa da Prata/Sto Ant do Monte,31087,Oeste,3105
MG,3162005,Varginha,31012,Sul,3101
MG,3164308,Piumhi,31093,Sul,3101
MG,3137007,Teófilo Otoni / Malacacheta,31099,Nordeste,3111
MG,3162252,Coração de Jesus,31050,Norte,3108
MG,3169604,Uberlândia / Araguari,31075,Triângulo do Norte,3113
MG,3119955,Formiga,31030,Oeste,3105
MG,3140100,Governador Valadares,31036,Leste,3106
MG,3133204,Governador Valadares,31036,Leste,3106
MG,3160207,Serro,31095,Jequitinhonha,3104
MG,3114550,Frutal / Iturama,31071,Triângulo do Sul,3112
MG,3159605,Pouso Alegre,31007,Sul,3101
MG,3109451,Unaí,31058,Noroeste,3109
MG,3119005,Varginha,31012,Sul,3101
MG,3167103,Serro,31095,Jequitinhonha,3104
MG,3150604,Itaúna,31031,Oeste,3105
MG,3140209,São João Nepomuceno / bicas,31047,Sudeste,3107
MG,3157252,Caratinga,31034,Vale do Aço,3114
MG,3106804,Lima Duarte,31090,Sudeste,3107
MG,3124005,Ubá,31048,Sudeste,3107
MG,3125002,Juiz de Fora,31097,Sudeste,3107
MG,3127305,Governador Valadares,31036,Leste,3106
MG,3121407,Congonhas,31078,Centro Sul,3102
MG,3147709,Oliveira/Santo Antônio do Amparo,31088,Oeste,3105
MG,3122306,Divinópolis,31086,Oeste,3105
PI,2202505,Serra da Capivara,22006,Cerrados,2210
MG,3166956,Janaúba/Monte Azul,31052,Norte,3108
MG,3146255,salinas,31098,Norte,3108
MG,3170651,Taiobeiras,31085,Norte,3108
MG,3125408,Diamantina,31026,Jequitinhonha,3104
MG,3111200,Campo Belo,31089,Oeste,3105
MG,3156403,Patrocínio / Monte Carmelo,31074,Triângulo do Norte,3113
MG,3170750,Patos de Minas,31057,Noroeste,3109
MG,3169000,Ubá,31048,Sudeste,3107
MG,3127057,Águas Formosas,31062,Nordeste,3111
MG,3143153,Itaobim,31065,Nordeste,3111
MG,3138203,Lavras,31004,Sul,3101
MG,3148004,Patos de Minas,31057,Noroeste,3109
MG,3132701,Itambacuri,31096,Nordeste,3111
MG,3126901,Governador Valadares,31036,Leste,3106
MG,3113008,Padre Paraíso,31067,Nordeste,3111
MG,3136801,Montes Claros,31084,Norte,3108
MG,3168002,Taiobeiras,31085,Norte,3108
MG,3122207,Governador Valadares,31036,Leste,3106
MG,3132602,Leopoldina / Cataguases,31044,Sudeste,3107
MG,3138500,Lima Duarte,31090,Sudeste,3107
MG,3129103,Ituiutaba,31073,Triângulo do Norte,3113
MG,3137502,Patos de Minas,31057,Noroeste,3109
